## SLURM PROLOG ###############################################################
##    Job ID : 14742235
##  Job Name : Embeddings
##  Nodelist : gpu2004
##      CPUs : 1
##  Mem/Node : 32000 MB
## Directory : /oscar/scratch/jakhan/spatial-probing/scripts
##   Job Started : Mon Dec  8 12:40:33 PM EST 2025
###############################################################################

==========================================
Job started at: Mon Dec  8 12:40:36 PM EST 2025
Job ID: 14742235
Node: gpu2004
==========================================

GPU Information (from host):
Mon Dec  8 12:40:36 2025       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.129.03             Driver Version: 535.129.03   CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  Quadro RTX 6000                On  | 00000000:61:00.0 Off |                  Off |
| 33%   27C    P8              16W / 260W |     22MiB / 24576MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|    0   N/A  N/A     30537      G   /usr/libexec/Xorg                            20MiB |
+---------------------------------------------------------------------------------------+

PyTorch GPU Detection:
PT version: 2.7.1+cu118
Built with CUDA: True
GPUs detected: 1
GPU devices: ['Quadro RTX 6000']

==========================================
Installing dependencies
==========================================


==========================================
Starting main Python script at Mon Dec  8 12:40:42 PM EST 2025
==========================================

Working directory: /oscar/scratch/jakhan/spatial-probing/scripts

Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='0', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='2', probe='MLP', dataset_name='RAVEN', data_config='center_single', task='Color', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3908 | Test Loss: 1.3781 | Test Acc: 0.2895
[Epoch 2/45] Train Loss: 1.3792 | Test Loss: 1.3757 | Test Acc: 0.2945
[Epoch 3/45] Train Loss: 1.3669 | Test Loss: 1.3610 | Test Acc: 0.2930
[Epoch 4/45] Train Loss: 1.3613 | Test Loss: 1.3519 | Test Acc: 0.3065
[Epoch 5/45] Train Loss: 1.3526 | Test Loss: 1.3407 | Test Acc: 0.3390
[Epoch 6/45] Train Loss: 1.3469 | Test Loss: 1.3395 | Test Acc: 0.3320
[Epoch 7/45] Train Loss: 1.3453 | Test Loss: 1.3734 | Test Acc: 0.3035
[Epoch 8/45] Train Loss: 1.3408 | Test Loss: 1.3291 | Test Acc: 0.3355
[Epoch 9/45] Train Loss: 1.3347 | Test Loss: 1.3239 | Test Acc: 0.3335
[Epoch 10/45] Train Loss: 1.3304 | Test Loss: 1.3230 | Test Acc: 0.3575
[Epoch 11/45] Train Loss: 1.3216 | Test Loss: 1.3261 | Test Acc: 0.3580
[Epoch 12/45] Train Loss: 1.3206 | Test Loss: 1.3106 | Test Acc: 0.3565
[Epoch 13/45] Train Loss: 1.3194 | Test Loss: 1.3090 | Test Acc: 0.3740
[Epoch 14/45] Train Loss: 1.3158 | Test Loss: 1.3272 | Test Acc: 0.3475
[Epoch 15/45] Train Loss: 1.3152 | Test Loss: 1.3094 | Test Acc: 0.3595
[Epoch 16/45] Train Loss: 1.3120 | Test Loss: 1.3018 | Test Acc: 0.3590
[Epoch 17/45] Train Loss: 1.3095 | Test Loss: 1.3049 | Test Acc: 0.3670
[Epoch 18/45] Train Loss: 1.3129 | Test Loss: 1.3133 | Test Acc: 0.3565
[Epoch 19/45] Train Loss: 1.3045 | Test Loss: 1.2984 | Test Acc: 0.3820
[Epoch 20/45] Train Loss: 1.3018 | Test Loss: 1.3129 | Test Acc: 0.3660
[Epoch 21/45] Train Loss: 1.3010 | Test Loss: 1.2959 | Test Acc: 0.3630
[Epoch 22/45] Train Loss: 1.3044 | Test Loss: 1.3168 | Test Acc: 0.3465
[Epoch 23/45] Train Loss: 1.3005 | Test Loss: 1.2911 | Test Acc: 0.3755
[Epoch 24/45] Train Loss: 1.2983 | Test Loss: 1.3097 | Test Acc: 0.3690
[Epoch 25/45] Train Loss: 1.2939 | Test Loss: 1.2899 | Test Acc: 0.3815
[Epoch 26/45] Train Loss: 1.2917 | Test Loss: 1.2899 | Test Acc: 0.3775
[Epoch 27/45] Train Loss: 1.2953 | Test Loss: 1.3164 | Test Acc: 0.3580
[Epoch 28/45] Train Loss: 1.2945 | Test Loss: 1.2941 | Test Acc: 0.3765
[Epoch 29/45] Train Loss: 1.2920 | Test Loss: 1.2926 | Test Acc: 0.3755
[Epoch 30/45] Train Loss: 1.2900 | Test Loss: 1.3012 | Test Acc: 0.3695
[Epoch 31/45] Train Loss: 1.2898 | Test Loss: 1.2944 | Test Acc: 0.3685
[Epoch 32/45] Train Loss: 1.2850 | Test Loss: 1.2810 | Test Acc: 0.3785
[Epoch 33/45] Train Loss: 1.2817 | Test Loss: 1.2805 | Test Acc: 0.3795
[Epoch 34/45] Train Loss: 1.2884 | Test Loss: 1.2804 | Test Acc: 0.3845
[Epoch 35/45] Train Loss: 1.2826 | Test Loss: 1.2784 | Test Acc: 0.3845
[Epoch 36/45] Train Loss: 1.2779 | Test Loss: 1.2801 | Test Acc: 0.3820
[Epoch 37/45] Train Loss: 1.2784 | Test Loss: 1.2797 | Test Acc: 0.3835
[Epoch 38/45] Train Loss: 1.2743 | Test Loss: 1.2772 | Test Acc: 0.3875
[Epoch 39/45] Train Loss: 1.2974 | Test Loss: 1.2834 | Test Acc: 0.3795
[Epoch 40/45] Train Loss: 1.2843 | Test Loss: 1.2918 | Test Acc: 0.3810
[Epoch 41/45] Train Loss: 1.2818 | Test Loss: 1.2811 | Test Acc: 0.3830
[Epoch 42/45] Train Loss: 1.2765 | Test Loss: 1.2773 | Test Acc: 0.3915
[Epoch 43/45] Train Loss: 1.2777 | Test Loss: 1.3119 | Test Acc: 0.3585
[Epoch 44/45] Train Loss: 1.2742 | Test Loss: 1.2712 | Test Acc: 0.3815
[Epoch 45/45] Train Loss: 1.2763 | Test Loss: 1.2748 | Test Acc: 0.3880
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='4', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.1118 | Test Loss: 1.1022 | Test Acc: 0.3360
[Epoch 2/45] Train Loss: 1.0982 | Test Loss: 1.0947 | Test Acc: 0.3480
[Epoch 3/45] Train Loss: 1.0965 | Test Loss: 1.0977 | Test Acc: 0.3510
[Epoch 4/45] Train Loss: 1.0938 | Test Loss: 1.1070 | Test Acc: 0.3360
[Epoch 5/45] Train Loss: 1.0934 | Test Loss: 1.0965 | Test Acc: 0.3590
[Epoch 6/45] Train Loss: 1.0912 | Test Loss: 1.0951 | Test Acc: 0.3805
[Epoch 7/45] Train Loss: 1.0890 | Test Loss: 1.0946 | Test Acc: 0.3745
[Epoch 8/45] Train Loss: 1.0896 | Test Loss: 1.0892 | Test Acc: 0.3655
[Epoch 9/45] Train Loss: 1.0843 | Test Loss: 1.0963 | Test Acc: 0.3770
[Epoch 10/45] Train Loss: 1.0875 | Test Loss: 1.0997 | Test Acc: 0.3625
[Epoch 11/45] Train Loss: 1.0855 | Test Loss: 1.0879 | Test Acc: 0.3800
[Epoch 12/45] Train Loss: 1.0819 | Test Loss: 1.0872 | Test Acc: 0.3750
[Epoch 13/45] Train Loss: 1.0841 | Test Loss: 1.0860 | Test Acc: 0.3795
[Epoch 14/45] Train Loss: 1.0817 | Test Loss: 1.0922 | Test Acc: 0.3750
[Epoch 15/45] Train Loss: 1.0804 | Test Loss: 1.0864 | Test Acc: 0.3690
[Epoch 16/45] Train Loss: 1.0788 | Test Loss: 1.0884 | Test Acc: 0.3670
[Epoch 17/45] Train Loss: 1.0829 | Test Loss: 1.0848 | Test Acc: 0.3730
[Epoch 18/45] Train Loss: 1.0794 | Test Loss: 1.0845 | Test Acc: 0.3820
[Epoch 19/45] Train Loss: 1.0787 | Test Loss: 1.0915 | Test Acc: 0.3580
[Epoch 20/45] Train Loss: 1.0770 | Test Loss: 1.0903 | Test Acc: 0.3730
[Epoch 21/45] Train Loss: 1.0772 | Test Loss: 1.0903 | Test Acc: 0.3895
[Epoch 22/45] Train Loss: 1.0746 | Test Loss: 1.0858 | Test Acc: 0.3800
[Epoch 23/45] Train Loss: 1.0748 | Test Loss: 1.0891 | Test Acc: 0.3825
[Epoch 24/45] Train Loss: 1.0760 | Test Loss: 1.0857 | Test Acc: 0.3760
[Epoch 25/45] Train Loss: 1.0754 | Test Loss: 1.0822 | Test Acc: 0.3900
[Epoch 26/45] Train Loss: 1.0734 | Test Loss: 1.0852 | Test Acc: 0.3810
[Epoch 27/45] Train Loss: 1.0759 | Test Loss: 1.0813 | Test Acc: 0.3845
[Epoch 28/45] Train Loss: 1.0717 | Test Loss: 1.0816 | Test Acc: 0.3895
[Epoch 29/45] Train Loss: 1.0723 | Test Loss: 1.0832 | Test Acc: 0.3815
[Epoch 30/45] Train Loss: 1.0723 | Test Loss: 1.0903 | Test Acc: 0.3620
[Epoch 31/45] Train Loss: 1.0713 | Test Loss: 1.0879 | Test Acc: 0.3635
[Epoch 32/45] Train Loss: 1.0721 | Test Loss: 1.0833 | Test Acc: 0.3845
[Epoch 33/45] Train Loss: 1.0710 | Test Loss: 1.0805 | Test Acc: 0.3890
[Epoch 34/45] Train Loss: 1.0706 | Test Loss: 1.0822 | Test Acc: 0.3800
[Epoch 35/45] Train Loss: 1.0694 | Test Loss: 1.0807 | Test Acc: 0.3935
[Epoch 36/45] Train Loss: 1.0679 | Test Loss: 1.0795 | Test Acc: 0.3855
[Epoch 37/45] Train Loss: 1.0708 | Test Loss: 1.0892 | Test Acc: 0.3860
[Epoch 38/45] Train Loss: 1.0683 | Test Loss: 1.0849 | Test Acc: 0.3840
[Epoch 39/45] Train Loss: 1.0680 | Test Loss: 1.0836 | Test Acc: 0.3780
[Epoch 40/45] Train Loss: 1.0677 | Test Loss: 1.0786 | Test Acc: 0.3965
[Epoch 41/45] Train Loss: 1.0681 | Test Loss: 1.0792 | Test Acc: 0.4000
[Epoch 42/45] Train Loss: 1.0674 | Test Loss: 1.0799 | Test Acc: 0.3940
[Epoch 43/45] Train Loss: 1.0653 | Test Loss: 1.0806 | Test Acc: 0.3865
[Epoch 44/45] Train Loss: 1.0676 | Test Loss: 1.0825 | Test Acc: 0.3995
[Epoch 45/45] Train Loss: 1.0663 | Test Loss: 1.0796 | Test Acc: 0.4000
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='4', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Size', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3935 | Test Loss: 1.3840 | Test Acc: 0.2640
[Epoch 2/45] Train Loss: 1.3844 | Test Loss: 1.3793 | Test Acc: 0.2950
[Epoch 3/45] Train Loss: 1.3829 | Test Loss: 1.3824 | Test Acc: 0.2795
[Epoch 4/45] Train Loss: 1.3792 | Test Loss: 1.3828 | Test Acc: 0.2520
[Epoch 5/45] Train Loss: 1.3797 | Test Loss: 1.3764 | Test Acc: 0.2695
[Epoch 6/45] Train Loss: 1.3773 | Test Loss: 1.3732 | Test Acc: 0.2885
[Epoch 7/45] Train Loss: 1.3698 | Test Loss: 1.3698 | Test Acc: 0.3045
[Epoch 8/45] Train Loss: 1.3700 | Test Loss: 1.3686 | Test Acc: 0.3020
[Epoch 9/45] Train Loss: 1.3664 | Test Loss: 1.3642 | Test Acc: 0.3140
[Epoch 10/45] Train Loss: 1.3665 | Test Loss: 1.3695 | Test Acc: 0.3240
[Epoch 11/45] Train Loss: 1.3629 | Test Loss: 1.3728 | Test Acc: 0.2960
[Epoch 12/45] Train Loss: 1.3633 | Test Loss: 1.3628 | Test Acc: 0.3315
[Epoch 13/45] Train Loss: 1.3583 | Test Loss: 1.3573 | Test Acc: 0.3525
[Epoch 14/45] Train Loss: 1.3563 | Test Loss: 1.3600 | Test Acc: 0.3395
[Epoch 15/45] Train Loss: 1.3590 | Test Loss: 1.3625 | Test Acc: 0.2900
[Epoch 16/45] Train Loss: 1.3555 | Test Loss: 1.3546 | Test Acc: 0.3485
[Epoch 17/45] Train Loss: 1.3529 | Test Loss: 1.3550 | Test Acc: 0.3655
[Epoch 18/45] Train Loss: 1.3512 | Test Loss: 1.3568 | Test Acc: 0.3440
[Epoch 19/45] Train Loss: 1.3478 | Test Loss: 1.3591 | Test Acc: 0.3110
[Epoch 20/45] Train Loss: 1.3495 | Test Loss: 1.3492 | Test Acc: 0.3560
[Epoch 21/45] Train Loss: 1.3443 | Test Loss: 1.3511 | Test Acc: 0.3435
[Epoch 22/45] Train Loss: 1.3454 | Test Loss: 1.3543 | Test Acc: 0.3300
[Epoch 23/45] Train Loss: 1.3452 | Test Loss: 1.3459 | Test Acc: 0.3435
[Epoch 24/45] Train Loss: 1.3455 | Test Loss: 1.3491 | Test Acc: 0.3295
[Epoch 25/45] Train Loss: 1.3435 | Test Loss: 1.3398 | Test Acc: 0.3705
[Epoch 26/45] Train Loss: 1.3414 | Test Loss: 1.3475 | Test Acc: 0.3390
[Epoch 27/45] Train Loss: 1.3362 | Test Loss: 1.3399 | Test Acc: 0.3455
[Epoch 28/45] Train Loss: 1.3357 | Test Loss: 1.3370 | Test Acc: 0.3740
[Epoch 29/45] Train Loss: 1.3345 | Test Loss: 1.3447 | Test Acc: 0.3580
[Epoch 30/45] Train Loss: 1.3329 | Test Loss: 1.3463 | Test Acc: 0.3170
[Epoch 31/45] Train Loss: 1.3334 | Test Loss: 1.3333 | Test Acc: 0.3710
[Epoch 32/45] Train Loss: 1.3307 | Test Loss: 1.3422 | Test Acc: 0.3515
[Epoch 33/45] Train Loss: 1.3337 | Test Loss: 1.3315 | Test Acc: 0.3710
[Epoch 34/45] Train Loss: 1.3325 | Test Loss: 1.3417 | Test Acc: 0.3420
[Epoch 35/45] Train Loss: 1.3306 | Test Loss: 1.3298 | Test Acc: 0.3670
[Epoch 36/45] Train Loss: 1.3273 | Test Loss: 1.3415 | Test Acc: 0.3495
[Epoch 37/45] Train Loss: 1.3287 | Test Loss: 1.3313 | Test Acc: 0.3670
[Epoch 38/45] Train Loss: 1.3272 | Test Loss: 1.3296 | Test Acc: 0.3635
[Epoch 39/45] Train Loss: 1.3261 | Test Loss: 1.3427 | Test Acc: 0.3035
[Epoch 40/45] Train Loss: 1.3262 | Test Loss: 1.3312 | Test Acc: 0.3470
[Epoch 41/45] Train Loss: 1.3223 | Test Loss: 1.3394 | Test Acc: 0.3210
[Epoch 42/45] Train Loss: 1.3212 | Test Loss: 1.3252 | Test Acc: 0.3905
[Epoch 43/45] Train Loss: 1.3222 | Test Loss: 1.3222 | Test Acc: 0.3820
[Epoch 44/45] Train Loss: 1.3197 | Test Loss: 1.3290 | Test Acc: 0.3705
[Epoch 45/45] Train Loss: 1.3190 | Test Loss: 1.3196 | Test Acc: 0.3880
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='4', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Color', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3853 | Test Loss: 1.3670 | Test Acc: 0.2580
[Epoch 2/45] Train Loss: 1.3537 | Test Loss: 1.3401 | Test Acc: 0.3995
[Epoch 3/45] Train Loss: 1.3348 | Test Loss: 1.3283 | Test Acc: 0.3745
[Epoch 4/45] Train Loss: 1.3206 | Test Loss: 1.3126 | Test Acc: 0.3970
[Epoch 5/45] Train Loss: 1.3071 | Test Loss: 1.3042 | Test Acc: 0.3775
[Epoch 6/45] Train Loss: 1.2952 | Test Loss: 1.2913 | Test Acc: 0.4085
[Epoch 7/45] Train Loss: 1.2852 | Test Loss: 1.2860 | Test Acc: 0.3880
[Epoch 8/45] Train Loss: 1.2780 | Test Loss: 1.2728 | Test Acc: 0.4245
[Epoch 9/45] Train Loss: 1.2701 | Test Loss: 1.2736 | Test Acc: 0.4205
[Epoch 10/45] Train Loss: 1.2659 | Test Loss: 1.2625 | Test Acc: 0.4185
[Epoch 11/45] Train Loss: 1.2574 | Test Loss: 1.2576 | Test Acc: 0.4345
[Epoch 12/45] Train Loss: 1.2528 | Test Loss: 1.2526 | Test Acc: 0.4265
[Epoch 13/45] Train Loss: 1.2456 | Test Loss: 1.2450 | Test Acc: 0.4350
[Epoch 14/45] Train Loss: 1.2403 | Test Loss: 1.2408 | Test Acc: 0.4330
[Epoch 15/45] Train Loss: 1.2388 | Test Loss: 1.2508 | Test Acc: 0.3895
[Epoch 16/45] Train Loss: 1.2361 | Test Loss: 1.2422 | Test Acc: 0.4240
[Epoch 17/45] Train Loss: 1.2327 | Test Loss: 1.2336 | Test Acc: 0.4335
[Epoch 18/45] Train Loss: 1.2271 | Test Loss: 1.2272 | Test Acc: 0.4505
[Epoch 19/45] Train Loss: 1.2260 | Test Loss: 1.2376 | Test Acc: 0.4260
[Epoch 20/45] Train Loss: 1.2202 | Test Loss: 1.2206 | Test Acc: 0.4505
[Epoch 21/45] Train Loss: 1.2184 | Test Loss: 1.2179 | Test Acc: 0.4460
[Epoch 22/45] Train Loss: 1.2168 | Test Loss: 1.2151 | Test Acc: 0.4545
[Epoch 23/45] Train Loss: 1.2129 | Test Loss: 1.2249 | Test Acc: 0.4345
[Epoch 24/45] Train Loss: 1.2103 | Test Loss: 1.2167 | Test Acc: 0.4540
[Epoch 25/45] Train Loss: 1.2054 | Test Loss: 1.2086 | Test Acc: 0.4590
[Epoch 26/45] Train Loss: 1.2039 | Test Loss: 1.2092 | Test Acc: 0.4480
[Epoch 27/45] Train Loss: 1.2031 | Test Loss: 1.2053 | Test Acc: 0.4565
[Epoch 28/45] Train Loss: 1.2001 | Test Loss: 1.2030 | Test Acc: 0.4545
[Epoch 29/45] Train Loss: 1.1991 | Test Loss: 1.2011 | Test Acc: 0.4680
[Epoch 30/45] Train Loss: 1.1965 | Test Loss: 1.2009 | Test Acc: 0.4655
[Epoch 31/45] Train Loss: 1.1955 | Test Loss: 1.2009 | Test Acc: 0.4645
[Epoch 32/45] Train Loss: 1.1950 | Test Loss: 1.1977 | Test Acc: 0.4540
[Epoch 33/45] Train Loss: 1.1914 | Test Loss: 1.1963 | Test Acc: 0.4585
[Epoch 34/45] Train Loss: 1.1897 | Test Loss: 1.1955 | Test Acc: 0.4605
[Epoch 35/45] Train Loss: 1.1889 | Test Loss: 1.1937 | Test Acc: 0.4640
[Epoch 36/45] Train Loss: 1.1878 | Test Loss: 1.1933 | Test Acc: 0.4600
[Epoch 37/45] Train Loss: 1.1853 | Test Loss: 1.1887 | Test Acc: 0.4570
[Epoch 38/45] Train Loss: 1.1832 | Test Loss: 1.1876 | Test Acc: 0.4580
[Epoch 39/45] Train Loss: 1.1839 | Test Loss: 1.1878 | Test Acc: 0.4670
[Epoch 40/45] Train Loss: 1.1798 | Test Loss: 1.1842 | Test Acc: 0.4685
[Epoch 41/45] Train Loss: 1.1799 | Test Loss: 1.2032 | Test Acc: 0.4490
[Epoch 42/45] Train Loss: 1.1798 | Test Loss: 1.1862 | Test Acc: 0.4700
[Epoch 43/45] Train Loss: 1.1755 | Test Loss: 1.1804 | Test Acc: 0.4770
[Epoch 44/45] Train Loss: 1.1750 | Test Loss: 1.1792 | Test Acc: 0.4705
[Epoch 45/45] Train Loss: 1.1717 | Test Loss: 1.1833 | Test Acc: 0.4635
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='4', probe='MLP', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.1033 | Test Loss: 1.0978 | Test Acc: 0.3435
[Epoch 2/45] Train Loss: 1.1004 | Test Loss: 1.0959 | Test Acc: 0.3450
[Epoch 3/45] Train Loss: 1.0981 | Test Loss: 1.0937 | Test Acc: 0.3520
[Epoch 4/45] Train Loss: 1.0917 | Test Loss: 1.0968 | Test Acc: 0.3465
[Epoch 5/45] Train Loss: 1.0893 | Test Loss: 1.0896 | Test Acc: 0.3500
[Epoch 6/45] Train Loss: 1.0889 | Test Loss: 1.0910 | Test Acc: 0.3785
[Epoch 7/45] Train Loss: 1.0867 | Test Loss: 1.1079 | Test Acc: 0.3575
[Epoch 8/45] Train Loss: 1.0829 | Test Loss: 1.0854 | Test Acc: 0.3775
[Epoch 9/45] Train Loss: 1.0831 | Test Loss: 1.0880 | Test Acc: 0.3595
[Epoch 10/45] Train Loss: 1.0827 | Test Loss: 1.0930 | Test Acc: 0.3635
[Epoch 11/45] Train Loss: 1.0801 | Test Loss: 1.0889 | Test Acc: 0.3735
[Epoch 12/45] Train Loss: 1.0816 | Test Loss: 1.0857 | Test Acc: 0.3825
[Epoch 13/45] Train Loss: 1.0770 | Test Loss: 1.0814 | Test Acc: 0.3875
[Epoch 14/45] Train Loss: 1.0825 | Test Loss: 1.0886 | Test Acc: 0.3745
[Epoch 15/45] Train Loss: 1.0793 | Test Loss: 1.0814 | Test Acc: 0.3815
[Epoch 16/45] Train Loss: 1.0755 | Test Loss: 1.0807 | Test Acc: 0.3815
[Epoch 17/45] Train Loss: 1.0749 | Test Loss: 1.0846 | Test Acc: 0.3755
[Epoch 18/45] Train Loss: 1.0709 | Test Loss: 1.0795 | Test Acc: 0.3890
[Epoch 19/45] Train Loss: 1.0783 | Test Loss: 1.0794 | Test Acc: 0.3810
[Epoch 20/45] Train Loss: 1.0720 | Test Loss: 1.0772 | Test Acc: 0.3795
[Epoch 21/45] Train Loss: 1.0682 | Test Loss: 1.0854 | Test Acc: 0.3885
[Epoch 22/45] Train Loss: 1.0702 | Test Loss: 1.0843 | Test Acc: 0.3825
[Epoch 23/45] Train Loss: 1.0690 | Test Loss: 1.0749 | Test Acc: 0.3955
[Epoch 24/45] Train Loss: 1.0653 | Test Loss: 1.0927 | Test Acc: 0.3695
[Epoch 25/45] Train Loss: 1.0653 | Test Loss: 1.0710 | Test Acc: 0.3995
[Epoch 26/45] Train Loss: 1.0668 | Test Loss: 1.0864 | Test Acc: 0.3830
[Epoch 27/45] Train Loss: 1.0645 | Test Loss: 1.0697 | Test Acc: 0.4140
[Epoch 28/45] Train Loss: 1.0623 | Test Loss: 1.0693 | Test Acc: 0.3995
[Epoch 29/45] Train Loss: 1.0597 | Test Loss: 1.0715 | Test Acc: 0.4040
[Epoch 30/45] Train Loss: 1.0584 | Test Loss: 1.0753 | Test Acc: 0.4110
[Epoch 31/45] Train Loss: 1.0550 | Test Loss: 1.0956 | Test Acc: 0.3805
[Epoch 32/45] Train Loss: 1.0601 | Test Loss: 1.0682 | Test Acc: 0.4070
[Epoch 33/45] Train Loss: 1.0600 | Test Loss: 1.0678 | Test Acc: 0.4240
[Epoch 34/45] Train Loss: 1.0523 | Test Loss: 1.0642 | Test Acc: 0.4245
[Epoch 35/45] Train Loss: 1.0597 | Test Loss: 1.0616 | Test Acc: 0.4235
[Epoch 36/45] Train Loss: 1.0529 | Test Loss: 1.0694 | Test Acc: 0.4095
[Epoch 37/45] Train Loss: 1.0519 | Test Loss: 1.0639 | Test Acc: 0.4065
[Epoch 38/45] Train Loss: 1.0509 | Test Loss: 1.0695 | Test Acc: 0.3990
[Epoch 39/45] Train Loss: 1.0470 | Test Loss: 1.0623 | Test Acc: 0.4175
[Epoch 40/45] Train Loss: 1.0445 | Test Loss: 1.0615 | Test Acc: 0.4360
[Epoch 41/45] Train Loss: 1.0468 | Test Loss: 1.0624 | Test Acc: 0.4125
[Epoch 42/45] Train Loss: 1.0454 | Test Loss: 1.0629 | Test Acc: 0.4110
[Epoch 43/45] Train Loss: 1.0459 | Test Loss: 1.0706 | Test Acc: 0.4210
[Epoch 44/45] Train Loss: 1.0406 | Test Loss: 1.0591 | Test Acc: 0.4385
[Epoch 45/45] Train Loss: 1.0407 | Test Loss: 1.0565 | Test Acc: 0.4245
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='DINOv3', layer='4', probe='MLP', dataset_name='RAVEN', data_config='center_single', task='Size', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3972 | Test Loss: 1.4187 | Test Acc: 0.2495
[Epoch 2/45] Train Loss: 1.3860 | Test Loss: 1.3881 | Test Acc: 0.2545
[Epoch 3/45] Train Loss: 1.3828 | Test Loss: 1.3763 | Test Acc: 0.3120
[Epoch 4/45] Train Loss: 1.3809 | Test Loss: 1.3817 | Test Acc: 0.2480
[Epoch 5/45] Train Loss: 1.3758 | Test Loss: 1.3772 | Test Acc: 0.2665
[Epoch 6/45] Train Loss: 1.3734 | Test Loss: 1.3757 | Test Acc: 0.2835
[Epoch 7/45] Train Loss: 1.3645 | Test Loss: 1.3653 | Test Acc: 0.3115
[Epoch 8/45] Train Loss: 1.3606 | Test Loss: 1.3535 | Test Acc: 0.3405
[Epoch 9/45] Train Loss: 1.3545 | Test Loss: 1.3888 | Test Acc: 0.3105
[Epoch 10/45] Train Loss: 1.3560 | Test Loss: 1.3591 | Test Acc: 0.3150
[Epoch 11/45] Train Loss: 1.3456 | Test Loss: 1.3397 | Test Acc: 0.3450
[Epoch 12/45] Train Loss: 1.3442 | Test Loss: 1.3597 | Test Acc: 0.3085
[Epoch 13/45] Train Loss: 1.3475 | Test Loss: 1.3338 | Test Acc: 0.3455
[Epoch 14/45] Train Loss: 1.3351 | Test Loss: 1.3315 | Test Acc: 0.3570
[Epoch 15/45] Train Loss: 1.3238 | Test Loss: 1.3195 | Test Acc: 0.3660
[Epoch 16/45] Train Loss: 1.3247 | Test Loss: 1.3429 | Test Acc: 0.3370
[Epoch 17/45] Train Loss: 1.3172 | Test Loss: 1.3387 | Test Acc: 0.3335
[Epoch 18/45] Train Loss: 1.3134 | Test Loss: 1.3259 | Test Acc: 0.3615
[Epoch 19/45] Train Loss: 1.3012 | Test Loss: 1.3201 | Test Acc: 0.3690
[Epoch 20/45] Train Loss: 1.3083 | Test Loss: 1.3832 | Test Acc: 0.3060
[Epoch 21/45] Train Loss: 1.3030 | Test Loss: 1.3112 | Test Acc: 0.3840
[Epoch 22/45] Train Loss: 1.2962 | Test Loss: 1.2876 | Test Acc: 0.4005
[Epoch 23/45] Train Loss: 1.2926 | Test Loss: 1.2960 | Test Acc: 0.3580
[Epoch 24/45] Train Loss: 1.2889 | Test Loss: 1.2864 | Test Acc: 0.3935
[Epoch 25/45] Train Loss: 1.2935 | Test Loss: 1.2843 | Test Acc: 0.4015
[Epoch 26/45] Train Loss: 1.2840 | Test Loss: 1.3126 | Test Acc: 0.3815
[Epoch 27/45] Train Loss: 1.2823 | Test Loss: 1.2887 | Test Acc: 0.3845
[Epoch 28/45] Train Loss: 1.2827 | Test Loss: 1.2949 | Test Acc: 0.3800
[Epoch 29/45] Train Loss: 1.2737 | Test Loss: 1.2822 | Test Acc: 0.4055
[Epoch 30/45] Train Loss: 1.2670 | Test Loss: 1.2689 | Test Acc: 0.4200
[Epoch 31/45] Train Loss: 1.2713 | Test Loss: 1.2768 | Test Acc: 0.4110
