## SLURM PROLOG ###############################################################
##    Job ID : 14741810
##  Job Name : Embeddings
##  Nodelist : gpu2007
##      CPUs : 1
##  Mem/Node : 32000 MB
## Directory : /oscar/scratch/jakhan/spatial-probing/scripts
##   Job Started : Mon Dec  8 11:49:35 AM EST 2025
###############################################################################

==========================================
Job started at: Mon Dec  8 11:49:38 AM EST 2025
Job ID: 14741810
Node: gpu2007
==========================================

GPU Information (from host):
Mon Dec  8 11:49:38 2025       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 535.129.03             Driver Version: 535.129.03   CUDA Version: 12.2     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  Quadro RTX 6000                On  | 00000000:40:00.0 Off |                  Off |
| 34%   26C    P8               5W / 260W |     10MiB / 24576MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|    0   N/A  N/A     30714      G   /usr/libexec/Xorg                             8MiB |
+---------------------------------------------------------------------------------------+

PyTorch GPU Detection:
PT version: 2.7.1+cu118
Built with CUDA: True
GPUs detected: 1
GPU devices: ['Quadro RTX 6000']

==========================================
Installing dependencies
==========================================


==========================================
Starting main Python script at Mon Dec  8 11:49:41 AM EST 2025
==========================================

Working directory: /oscar/scratch/jakhan/spatial-probing/scripts

Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='2', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='4', probe='MLP', dataset_name='RAVEN', data_config='center_single', task='Color', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3836 | Test Loss: 1.3741 | Test Acc: 0.2810
[Epoch 2/45] Train Loss: 1.3674 | Test Loss: 1.3596 | Test Acc: 0.3535
[Epoch 3/45] Train Loss: 1.3471 | Test Loss: 1.3342 | Test Acc: 0.3460
[Epoch 4/45] Train Loss: 1.3301 | Test Loss: 1.3120 | Test Acc: 0.3635
[Epoch 5/45] Train Loss: 1.3046 | Test Loss: 1.2941 | Test Acc: 0.3625
[Epoch 6/45] Train Loss: 1.2836 | Test Loss: 1.2794 | Test Acc: 0.3835
[Epoch 7/45] Train Loss: 1.2736 | Test Loss: 1.2593 | Test Acc: 0.4190
[Epoch 8/45] Train Loss: 1.2527 | Test Loss: 1.2489 | Test Acc: 0.4120
[Epoch 9/45] Train Loss: 1.2438 | Test Loss: 1.2350 | Test Acc: 0.4120
[Epoch 10/45] Train Loss: 1.2244 | Test Loss: 1.2201 | Test Acc: 0.4335
[Epoch 11/45] Train Loss: 1.2145 | Test Loss: 1.2054 | Test Acc: 0.4560
[Epoch 12/45] Train Loss: 1.2041 | Test Loss: 1.2149 | Test Acc: 0.4680
[Epoch 13/45] Train Loss: 1.1913 | Test Loss: 1.1951 | Test Acc: 0.4325
[Epoch 14/45] Train Loss: 1.1929 | Test Loss: 1.1828 | Test Acc: 0.4765
[Epoch 15/45] Train Loss: 1.1764 | Test Loss: 1.1813 | Test Acc: 0.4715
[Epoch 16/45] Train Loss: 1.1670 | Test Loss: 1.1960 | Test Acc: 0.4560
[Epoch 17/45] Train Loss: 1.1572 | Test Loss: 1.1519 | Test Acc: 0.4940
[Epoch 18/45] Train Loss: 1.1455 | Test Loss: 1.1520 | Test Acc: 0.4835
[Epoch 19/45] Train Loss: 1.1445 | Test Loss: 1.1524 | Test Acc: 0.4800
[Epoch 20/45] Train Loss: 1.1380 | Test Loss: 1.1501 | Test Acc: 0.4725
[Epoch 21/45] Train Loss: 1.1249 | Test Loss: 1.1317 | Test Acc: 0.5085
[Epoch 22/45] Train Loss: 1.1221 | Test Loss: 1.1226 | Test Acc: 0.4900
[Epoch 23/45] Train Loss: 1.1191 | Test Loss: 1.1191 | Test Acc: 0.4935
[Epoch 24/45] Train Loss: 1.1007 | Test Loss: 1.1125 | Test Acc: 0.5000
[Epoch 25/45] Train Loss: 1.0972 | Test Loss: 1.1038 | Test Acc: 0.5075
[Epoch 26/45] Train Loss: 1.0889 | Test Loss: 1.1559 | Test Acc: 0.4600
[Epoch 27/45] Train Loss: 1.0910 | Test Loss: 1.0940 | Test Acc: 0.5145
[Epoch 28/45] Train Loss: 1.0808 | Test Loss: 1.0881 | Test Acc: 0.5190
[Epoch 29/45] Train Loss: 1.0779 | Test Loss: 1.1101 | Test Acc: 0.5105
[Epoch 30/45] Train Loss: 1.0821 | Test Loss: 1.1002 | Test Acc: 0.5080
[Epoch 31/45] Train Loss: 1.0767 | Test Loss: 1.0869 | Test Acc: 0.5210
[Epoch 32/45] Train Loss: 1.0550 | Test Loss: 1.0694 | Test Acc: 0.5220
[Epoch 33/45] Train Loss: 1.0546 | Test Loss: 1.0765 | Test Acc: 0.5180
[Epoch 34/45] Train Loss: 1.0625 | Test Loss: 1.0737 | Test Acc: 0.5400
[Epoch 35/45] Train Loss: 1.0371 | Test Loss: 1.0583 | Test Acc: 0.5260
[Epoch 36/45] Train Loss: 1.0458 | Test Loss: 1.0642 | Test Acc: 0.5150
[Epoch 37/45] Train Loss: 1.0329 | Test Loss: 1.0430 | Test Acc: 0.5350
[Epoch 38/45] Train Loss: 1.0286 | Test Loss: 1.0545 | Test Acc: 0.5265
[Epoch 39/45] Train Loss: 1.0257 | Test Loss: 1.0395 | Test Acc: 0.5430
[Epoch 40/45] Train Loss: 1.0190 | Test Loss: 1.0492 | Test Acc: 0.5355
[Epoch 41/45] Train Loss: 1.0186 | Test Loss: 1.0268 | Test Acc: 0.5405
[Epoch 42/45] Train Loss: 1.0016 | Test Loss: 1.0353 | Test Acc: 0.5510
[Epoch 43/45] Train Loss: 1.0144 | Test Loss: 1.0576 | Test Acc: 0.5315
[Epoch 44/45] Train Loss: 0.9977 | Test Loss: 1.0172 | Test Acc: 0.5490
[Epoch 45/45] Train Loss: 1.0087 | Test Loss: 1.0884 | Test Acc: 0.5045
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='6', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.0935 | Test Loss: 1.0838 | Test Acc: 0.3680
[Epoch 2/45] Train Loss: 1.0729 | Test Loss: 1.0660 | Test Acc: 0.4330
[Epoch 3/45] Train Loss: 1.0561 | Test Loss: 1.0491 | Test Acc: 0.5580
[Epoch 4/45] Train Loss: 1.0396 | Test Loss: 1.0389 | Test Acc: 0.5065
[Epoch 5/45] Train Loss: 1.0270 | Test Loss: 1.0260 | Test Acc: 0.5340
[Epoch 6/45] Train Loss: 1.0153 | Test Loss: 1.0121 | Test Acc: 0.5530
[Epoch 7/45] Train Loss: 1.0018 | Test Loss: 1.0021 | Test Acc: 0.5560
[Epoch 8/45] Train Loss: 0.9910 | Test Loss: 0.9920 | Test Acc: 0.5675
[Epoch 9/45] Train Loss: 0.9811 | Test Loss: 0.9824 | Test Acc: 0.5820
[Epoch 10/45] Train Loss: 0.9709 | Test Loss: 0.9746 | Test Acc: 0.5755
[Epoch 11/45] Train Loss: 0.9623 | Test Loss: 0.9668 | Test Acc: 0.5795
[Epoch 12/45] Train Loss: 0.9541 | Test Loss: 0.9601 | Test Acc: 0.5805
[Epoch 13/45] Train Loss: 0.9469 | Test Loss: 0.9519 | Test Acc: 0.5905
[Epoch 14/45] Train Loss: 0.9399 | Test Loss: 0.9470 | Test Acc: 0.5885
[Epoch 15/45] Train Loss: 0.9325 | Test Loss: 0.9440 | Test Acc: 0.5715
[Epoch 16/45] Train Loss: 0.9263 | Test Loss: 0.9336 | Test Acc: 0.5955
[Epoch 17/45] Train Loss: 0.9202 | Test Loss: 0.9286 | Test Acc: 0.5965
[Epoch 18/45] Train Loss: 0.9144 | Test Loss: 0.9235 | Test Acc: 0.5955
[Epoch 19/45] Train Loss: 0.9083 | Test Loss: 0.9205 | Test Acc: 0.5860
[Epoch 20/45] Train Loss: 0.9034 | Test Loss: 0.9159 | Test Acc: 0.5915
[Epoch 21/45] Train Loss: 0.8996 | Test Loss: 0.9101 | Test Acc: 0.6000
[Epoch 22/45] Train Loss: 0.8935 | Test Loss: 0.9096 | Test Acc: 0.5900
[Epoch 23/45] Train Loss: 0.8894 | Test Loss: 0.9045 | Test Acc: 0.6025
[Epoch 24/45] Train Loss: 0.8847 | Test Loss: 0.8961 | Test Acc: 0.6005
[Epoch 25/45] Train Loss: 0.8800 | Test Loss: 0.8932 | Test Acc: 0.6145
[Epoch 26/45] Train Loss: 0.8753 | Test Loss: 0.8881 | Test Acc: 0.6035
[Epoch 27/45] Train Loss: 0.8717 | Test Loss: 0.8870 | Test Acc: 0.6075
[Epoch 28/45] Train Loss: 0.8683 | Test Loss: 0.8809 | Test Acc: 0.6125
[Epoch 29/45] Train Loss: 0.8634 | Test Loss: 0.8798 | Test Acc: 0.6130
[Epoch 30/45] Train Loss: 0.8609 | Test Loss: 0.8744 | Test Acc: 0.6165
[Epoch 31/45] Train Loss: 0.8577 | Test Loss: 0.8721 | Test Acc: 0.6205
[Epoch 32/45] Train Loss: 0.8538 | Test Loss: 0.8690 | Test Acc: 0.6220
[Epoch 33/45] Train Loss: 0.8503 | Test Loss: 0.8654 | Test Acc: 0.6190
[Epoch 34/45] Train Loss: 0.8473 | Test Loss: 0.8625 | Test Acc: 0.6155
[Epoch 35/45] Train Loss: 0.8442 | Test Loss: 0.8664 | Test Acc: 0.6060
[Epoch 36/45] Train Loss: 0.8409 | Test Loss: 0.8573 | Test Acc: 0.6235
[Epoch 37/45] Train Loss: 0.8375 | Test Loss: 0.8539 | Test Acc: 0.6310
[Epoch 38/45] Train Loss: 0.8348 | Test Loss: 0.8554 | Test Acc: 0.6265
[Epoch 39/45] Train Loss: 0.8341 | Test Loss: 0.8491 | Test Acc: 0.6290
[Epoch 40/45] Train Loss: 0.8300 | Test Loss: 0.8467 | Test Acc: 0.6375
[Epoch 41/45] Train Loss: 0.8262 | Test Loss: 0.8466 | Test Acc: 0.6390
[Epoch 42/45] Train Loss: 0.8240 | Test Loss: 0.8418 | Test Acc: 0.6330
[Epoch 43/45] Train Loss: 0.8224 | Test Loss: 0.8396 | Test Acc: 0.6380
[Epoch 44/45] Train Loss: 0.8182 | Test Loss: 0.8370 | Test Acc: 0.6365
[Epoch 45/45] Train Loss: 0.8171 | Test Loss: 0.8413 | Test Acc: 0.6290
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='6', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Size', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3794 | Test Loss: 1.3704 | Test Acc: 0.3425
[Epoch 2/45] Train Loss: 1.3617 | Test Loss: 1.3548 | Test Acc: 0.3885
[Epoch 3/45] Train Loss: 1.3485 | Test Loss: 1.3386 | Test Acc: 0.4105
[Epoch 4/45] Train Loss: 1.3344 | Test Loss: 1.3247 | Test Acc: 0.4460
[Epoch 5/45] Train Loss: 1.3205 | Test Loss: 1.3144 | Test Acc: 0.4385
[Epoch 6/45] Train Loss: 1.3098 | Test Loss: 1.3025 | Test Acc: 0.4730
[Epoch 7/45] Train Loss: 1.2983 | Test Loss: 1.2947 | Test Acc: 0.4410
[Epoch 8/45] Train Loss: 1.2896 | Test Loss: 1.2845 | Test Acc: 0.4485
[Epoch 9/45] Train Loss: 1.2808 | Test Loss: 1.2742 | Test Acc: 0.4860
[Epoch 10/45] Train Loss: 1.2717 | Test Loss: 1.2678 | Test Acc: 0.4680
[Epoch 11/45] Train Loss: 1.2642 | Test Loss: 1.2603 | Test Acc: 0.4805
[Epoch 12/45] Train Loss: 1.2551 | Test Loss: 1.2509 | Test Acc: 0.4870
[Epoch 13/45] Train Loss: 1.2477 | Test Loss: 1.2448 | Test Acc: 0.4810
[Epoch 14/45] Train Loss: 1.2409 | Test Loss: 1.2428 | Test Acc: 0.4535
[Epoch 15/45] Train Loss: 1.2363 | Test Loss: 1.2351 | Test Acc: 0.4650
[Epoch 16/45] Train Loss: 1.2294 | Test Loss: 1.2265 | Test Acc: 0.5005
[Epoch 17/45] Train Loss: 1.2227 | Test Loss: 1.2223 | Test Acc: 0.4795
[Epoch 18/45] Train Loss: 1.2169 | Test Loss: 1.2188 | Test Acc: 0.4700
[Epoch 19/45] Train Loss: 1.2118 | Test Loss: 1.2127 | Test Acc: 0.4755
[Epoch 20/45] Train Loss: 1.2064 | Test Loss: 1.2089 | Test Acc: 0.4815
[Epoch 21/45] Train Loss: 1.2028 | Test Loss: 1.1995 | Test Acc: 0.5060
[Epoch 22/45] Train Loss: 1.1969 | Test Loss: 1.2004 | Test Acc: 0.4810
[Epoch 23/45] Train Loss: 1.1919 | Test Loss: 1.1921 | Test Acc: 0.5075
[Epoch 24/45] Train Loss: 1.1876 | Test Loss: 1.1876 | Test Acc: 0.5170
[Epoch 25/45] Train Loss: 1.1826 | Test Loss: 1.1819 | Test Acc: 0.5125
[Epoch 26/45] Train Loss: 1.1785 | Test Loss: 1.1776 | Test Acc: 0.5160
[Epoch 27/45] Train Loss: 1.1739 | Test Loss: 1.1764 | Test Acc: 0.5025
[Epoch 28/45] Train Loss: 1.1697 | Test Loss: 1.1700 | Test Acc: 0.5225
[Epoch 29/45] Train Loss: 1.1667 | Test Loss: 1.1669 | Test Acc: 0.5280
[Epoch 30/45] Train Loss: 1.1616 | Test Loss: 1.1651 | Test Acc: 0.5270
[Epoch 31/45] Train Loss: 1.1602 | Test Loss: 1.1612 | Test Acc: 0.5105
[Epoch 32/45] Train Loss: 1.1553 | Test Loss: 1.1600 | Test Acc: 0.5105
[Epoch 33/45] Train Loss: 1.1516 | Test Loss: 1.1551 | Test Acc: 0.5150
[Epoch 34/45] Train Loss: 1.1484 | Test Loss: 1.1474 | Test Acc: 0.5310
[Epoch 35/45] Train Loss: 1.1456 | Test Loss: 1.1474 | Test Acc: 0.5305
[Epoch 36/45] Train Loss: 1.1417 | Test Loss: 1.1472 | Test Acc: 0.5270
[Epoch 37/45] Train Loss: 1.1385 | Test Loss: 1.1406 | Test Acc: 0.5430
[Epoch 38/45] Train Loss: 1.1352 | Test Loss: 1.1379 | Test Acc: 0.5320
[Epoch 39/45] Train Loss: 1.1314 | Test Loss: 1.1344 | Test Acc: 0.5360
[Epoch 40/45] Train Loss: 1.1284 | Test Loss: 1.1326 | Test Acc: 0.5440
[Epoch 41/45] Train Loss: 1.1263 | Test Loss: 1.1281 | Test Acc: 0.5325
[Epoch 42/45] Train Loss: 1.1227 | Test Loss: 1.1309 | Test Acc: 0.5240
[Epoch 43/45] Train Loss: 1.1214 | Test Loss: 1.1210 | Test Acc: 0.5505
[Epoch 44/45] Train Loss: 1.1187 | Test Loss: 1.1258 | Test Acc: 0.5245
[Epoch 45/45] Train Loss: 1.1151 | Test Loss: 1.1171 | Test Acc: 0.5485
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='6', probe='linear', dataset_name='RAVEN', data_config='center_single', task='Color', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3741 | Test Loss: 1.3574 | Test Acc: 0.3330
[Epoch 2/45] Train Loss: 1.3474 | Test Loss: 1.3351 | Test Acc: 0.3735
[Epoch 3/45] Train Loss: 1.3237 | Test Loss: 1.3173 | Test Acc: 0.4115
[Epoch 4/45] Train Loss: 1.3048 | Test Loss: 1.2955 | Test Acc: 0.4245
[Epoch 5/45] Train Loss: 1.2860 | Test Loss: 1.2804 | Test Acc: 0.4675
[Epoch 6/45] Train Loss: 1.2693 | Test Loss: 1.2629 | Test Acc: 0.4860
[Epoch 7/45] Train Loss: 1.2551 | Test Loss: 1.2534 | Test Acc: 0.4775
[Epoch 8/45] Train Loss: 1.2396 | Test Loss: 1.2362 | Test Acc: 0.4955
[Epoch 9/45] Train Loss: 1.2281 | Test Loss: 1.2256 | Test Acc: 0.4935
[Epoch 10/45] Train Loss: 1.2160 | Test Loss: 1.2155 | Test Acc: 0.5255
[Epoch 11/45] Train Loss: 1.2053 | Test Loss: 1.2137 | Test Acc: 0.5100
[Epoch 12/45] Train Loss: 1.1958 | Test Loss: 1.1950 | Test Acc: 0.5305
[Epoch 13/45] Train Loss: 1.1846 | Test Loss: 1.1913 | Test Acc: 0.5225
[Epoch 14/45] Train Loss: 1.1748 | Test Loss: 1.1780 | Test Acc: 0.5400
[Epoch 15/45] Train Loss: 1.1663 | Test Loss: 1.1679 | Test Acc: 0.5425
[Epoch 16/45] Train Loss: 1.1575 | Test Loss: 1.1623 | Test Acc: 0.5315
[Epoch 17/45] Train Loss: 1.1513 | Test Loss: 1.1559 | Test Acc: 0.5445
[Epoch 18/45] Train Loss: 1.1427 | Test Loss: 1.1502 | Test Acc: 0.5440
[Epoch 19/45] Train Loss: 1.1348 | Test Loss: 1.1400 | Test Acc: 0.5430
[Epoch 20/45] Train Loss: 1.1283 | Test Loss: 1.1347 | Test Acc: 0.5505
[Epoch 21/45] Train Loss: 1.1216 | Test Loss: 1.1264 | Test Acc: 0.5615
[Epoch 22/45] Train Loss: 1.1156 | Test Loss: 1.1247 | Test Acc: 0.5505
[Epoch 23/45] Train Loss: 1.1096 | Test Loss: 1.1171 | Test Acc: 0.5590
[Epoch 24/45] Train Loss: 1.1054 | Test Loss: 1.1116 | Test Acc: 0.5650
[Epoch 25/45] Train Loss: 1.0977 | Test Loss: 1.1064 | Test Acc: 0.5615
[Epoch 26/45] Train Loss: 1.0914 | Test Loss: 1.1004 | Test Acc: 0.5695
[Epoch 27/45] Train Loss: 1.0877 | Test Loss: 1.0939 | Test Acc: 0.5740
[Epoch 28/45] Train Loss: 1.0819 | Test Loss: 1.0914 | Test Acc: 0.5725
[Epoch 29/45] Train Loss: 1.0770 | Test Loss: 1.0878 | Test Acc: 0.5660
[Epoch 30/45] Train Loss: 1.0721 | Test Loss: 1.0797 | Test Acc: 0.5770
[Epoch 31/45] Train Loss: 1.0667 | Test Loss: 1.0754 | Test Acc: 0.5770
[Epoch 32/45] Train Loss: 1.0621 | Test Loss: 1.0751 | Test Acc: 0.5715
[Epoch 33/45] Train Loss: 1.0578 | Test Loss: 1.0706 | Test Acc: 0.5720
[Epoch 34/45] Train Loss: 1.0532 | Test Loss: 1.0640 | Test Acc: 0.5780
[Epoch 35/45] Train Loss: 1.0481 | Test Loss: 1.0650 | Test Acc: 0.5710
[Epoch 36/45] Train Loss: 1.0449 | Test Loss: 1.0561 | Test Acc: 0.5845
[Epoch 37/45] Train Loss: 1.0421 | Test Loss: 1.0532 | Test Acc: 0.5840
[Epoch 38/45] Train Loss: 1.0365 | Test Loss: 1.0498 | Test Acc: 0.5825
[Epoch 39/45] Train Loss: 1.0332 | Test Loss: 1.0468 | Test Acc: 0.5815
[Epoch 40/45] Train Loss: 1.0280 | Test Loss: 1.0459 | Test Acc: 0.5790
[Epoch 41/45] Train Loss: 1.0266 | Test Loss: 1.0408 | Test Acc: 0.5840
[Epoch 42/45] Train Loss: 1.0220 | Test Loss: 1.0340 | Test Acc: 0.5955
[Epoch 43/45] Train Loss: 1.0177 | Test Loss: 1.0382 | Test Acc: 0.5840
[Epoch 44/45] Train Loss: 1.0155 | Test Loss: 1.0324 | Test Acc: 0.5820
[Epoch 45/45] Train Loss: 1.0115 | Test Loss: 1.0271 | Test Acc: 0.6005
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='6', probe='MLP', dataset_name='RAVEN', data_config='center_single', task='Type', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.0773 | Test Loss: 1.0524 | Test Acc: 0.3740
[Epoch 2/45] Train Loss: 0.9914 | Test Loss: 0.9460 | Test Acc: 0.5390
[Epoch 3/45] Train Loss: 0.9082 | Test Loss: 0.9000 | Test Acc: 0.5675
[Epoch 4/45] Train Loss: 0.8683 | Test Loss: 0.8586 | Test Acc: 0.6070
[Epoch 5/45] Train Loss: 0.8411 | Test Loss: 0.8266 | Test Acc: 0.6155
[Epoch 6/45] Train Loss: 0.8078 | Test Loss: 0.8080 | Test Acc: 0.6330
[Epoch 7/45] Train Loss: 0.7817 | Test Loss: 0.7991 | Test Acc: 0.6300
[Epoch 8/45] Train Loss: 0.7596 | Test Loss: 0.7617 | Test Acc: 0.6605
[Epoch 9/45] Train Loss: 0.7349 | Test Loss: 0.7314 | Test Acc: 0.6745
[Epoch 10/45] Train Loss: 0.7137 | Test Loss: 0.7091 | Test Acc: 0.6865
[Epoch 11/45] Train Loss: 0.7001 | Test Loss: 0.7341 | Test Acc: 0.6585
[Epoch 12/45] Train Loss: 0.6752 | Test Loss: 0.6888 | Test Acc: 0.6975
[Epoch 13/45] Train Loss: 0.6599 | Test Loss: 0.6618 | Test Acc: 0.7165
[Epoch 14/45] Train Loss: 0.6360 | Test Loss: 0.6487 | Test Acc: 0.7260
[Epoch 15/45] Train Loss: 0.6297 | Test Loss: 0.6686 | Test Acc: 0.6940
[Epoch 16/45] Train Loss: 0.6152 | Test Loss: 0.6332 | Test Acc: 0.7385
[Epoch 17/45] Train Loss: 0.5846 | Test Loss: 0.6074 | Test Acc: 0.7485
[Epoch 18/45] Train Loss: 0.5779 | Test Loss: 0.5999 | Test Acc: 0.7465
[Epoch 19/45] Train Loss: 0.5640 | Test Loss: 0.5745 | Test Acc: 0.7715
[Epoch 20/45] Train Loss: 0.5568 | Test Loss: 0.5657 | Test Acc: 0.7755
[Epoch 21/45] Train Loss: 0.5345 | Test Loss: 0.5601 | Test Acc: 0.7685
[Epoch 22/45] Train Loss: 0.5354 | Test Loss: 0.5466 | Test Acc: 0.7840
[Epoch 23/45] Train Loss: 0.5181 | Test Loss: 0.5352 | Test Acc: 0.7860
[Epoch 24/45] Train Loss: 0.5196 | Test Loss: 0.5275 | Test Acc: 0.7890
[Epoch 25/45] Train Loss: 0.5092 | Test Loss: 0.5308 | Test Acc: 0.7810
[Epoch 26/45] Train Loss: 0.5109 | Test Loss: 0.5599 | Test Acc: 0.7715
[Epoch 27/45] Train Loss: 0.4885 | Test Loss: 0.5113 | Test Acc: 0.8025
[Epoch 28/45] Train Loss: 0.4787 | Test Loss: 0.5108 | Test Acc: 0.7895
[Epoch 29/45] Train Loss: 0.4876 | Test Loss: 0.5029 | Test Acc: 0.7915
[Epoch 30/45] Train Loss: 0.4711 | Test Loss: 0.5227 | Test Acc: 0.7835
[Epoch 31/45] Train Loss: 0.4680 | Test Loss: 0.4971 | Test Acc: 0.7905
[Epoch 32/45] Train Loss: 0.4651 | Test Loss: 0.4795 | Test Acc: 0.8130
[Epoch 33/45] Train Loss: 0.4536 | Test Loss: 0.4838 | Test Acc: 0.8040
[Epoch 34/45] Train Loss: 0.4467 | Test Loss: 0.4782 | Test Acc: 0.8125
[Epoch 35/45] Train Loss: 0.4426 | Test Loss: 0.4859 | Test Acc: 0.8005
[Epoch 36/45] Train Loss: 0.4396 | Test Loss: 0.4839 | Test Acc: 0.7955
[Epoch 37/45] Train Loss: 0.4326 | Test Loss: 0.4477 | Test Acc: 0.8225
[Epoch 38/45] Train Loss: 0.4299 | Test Loss: 0.4444 | Test Acc: 0.8270
[Epoch 39/45] Train Loss: 0.4173 | Test Loss: 0.4443 | Test Acc: 0.8245
[Epoch 40/45] Train Loss: 0.4186 | Test Loss: 0.4437 | Test Acc: 0.8245
[Epoch 41/45] Train Loss: 0.4139 | Test Loss: 0.4389 | Test Acc: 0.8200
[Epoch 42/45] Train Loss: 0.4174 | Test Loss: 0.4462 | Test Acc: 0.8140
[Epoch 43/45] Train Loss: 0.4149 | Test Loss: 0.4373 | Test Acc: 0.8300
[Epoch 44/45] Train Loss: 0.4072 | Test Loss: 0.4259 | Test Acc: 0.8350
[Epoch 45/45] Train Loss: 0.3982 | Test Loss: 0.4464 | Test Acc: 0.8125
Namespace(embedding_dir='/users/jakhan/scratch/embeddings/', save_dir='/users/jakhan/scratch/experiments', model='CLIP', layer='6', probe='MLP', dataset_name='RAVEN', data_config='center_single', task='Size', seed='42', lr='0.001', batch_size='64', epochs='45')
[Epoch 1/45] Train Loss: 1.3770 | Test Loss: 1.3534 | Test Acc: 0.3470
[Epoch 2/45] Train Loss: 1.3213 | Test Loss: 1.2757 | Test Acc: 0.4090
[Epoch 3/45] Train Loss: 1.2480 | Test Loss: 1.2292 | Test Acc: 0.4290
[Epoch 4/45] Train Loss: 1.1948 | Test Loss: 1.1780 | Test Acc: 0.4385
[Epoch 5/45] Train Loss: 1.1503 | Test Loss: 1.1241 | Test Acc: 0.5075
[Epoch 6/45] Train Loss: 1.1092 | Test Loss: 1.0836 | Test Acc: 0.5275
[Epoch 7/45] Train Loss: 1.0810 | Test Loss: 1.0597 | Test Acc: 0.5320
[Epoch 8/45] Train Loss: 1.0489 | Test Loss: 1.0351 | Test Acc: 0.5505
[Epoch 9/45] Train Loss: 1.0300 | Test Loss: 1.0384 | Test Acc: 0.5255
[Epoch 10/45] Train Loss: 1.0076 | Test Loss: 0.9948 | Test Acc: 0.5715
[Epoch 11/45] Train Loss: 0.9887 | Test Loss: 1.0205 | Test Acc: 0.5365
[Epoch 12/45] Train Loss: 0.9781 | Test Loss: 0.9790 | Test Acc: 0.5720
[Epoch 13/45] Train Loss: 0.9552 | Test Loss: 0.9481 | Test Acc: 0.6040
[Epoch 14/45] Train Loss: 0.9428 | Test Loss: 0.9521 | Test Acc: 0.5840
[Epoch 15/45] Train Loss: 0.9369 | Test Loss: 0.9416 | Test Acc: 0.5920
[Epoch 16/45] Train Loss: 0.9155 | Test Loss: 0.9312 | Test Acc: 0.6000
[Epoch 17/45] Train Loss: 0.9063 | Test Loss: 0.9070 | Test Acc: 0.6185
[Epoch 18/45] Train Loss: 0.8971 | Test Loss: 0.8985 | Test Acc: 0.6445
[Epoch 19/45] Train Loss: 0.8854 | Test Loss: 0.8848 | Test Acc: 0.6385
[Epoch 20/45] Train Loss: 0.8776 | Test Loss: 0.8763 | Test Acc: 0.6445
[Epoch 21/45] Train Loss: 0.8643 | Test Loss: 0.8859 | Test Acc: 0.6165
[Epoch 22/45] Train Loss: 0.8546 | Test Loss: 0.8885 | Test Acc: 0.6080
[Epoch 23/45] Train Loss: 0.8531 | Test Loss: 0.8950 | Test Acc: 0.6215
[Epoch 24/45] Train Loss: 0.8410 | Test Loss: 0.8644 | Test Acc: 0.6295
[Epoch 25/45] Train Loss: 0.8422 | Test Loss: 0.8859 | Test Acc: 0.6355
[Epoch 26/45] Train Loss: 0.8337 | Test Loss: 0.8422 | Test Acc: 0.6610
[Epoch 27/45] Train Loss: 0.8185 | Test Loss: 0.8517 | Test Acc: 0.6635
[Epoch 28/45] Train Loss: 0.8101 | Test Loss: 0.8361 | Test Acc: 0.6605
[Epoch 29/45] Train Loss: 0.8218 | Test Loss: 0.8262 | Test Acc: 0.6555
[Epoch 30/45] Train Loss: 0.8106 | Test Loss: 0.8171 | Test Acc: 0.6685
[Epoch 31/45] Train Loss: 0.7989 | Test Loss: 0.8232 | Test Acc: 0.6615
